update_id,investor_id,status,updated_at,source
54,15,Non-Accredited,2023-04-26 04:00:00,manual
55,15,Non-Accredited,2023-04-26 04:00:00,signup
56,15,Accredited,2023-08-31 08:00:00,auto
57,15,Accredited,2024-01-22 07:00:00,manual
58,16,Pending,2023-04-02 05:00:00,signup
59,16,Pending,2023-09-22 23:00:00,kyc_review
60,16,Non-Accredited,2023-11-20 12:00:00,auto
61,16,Suspended,2024-02-27 18:00:00,auto
62,16,Suspended,2024-06-11 05:00:00,manual
63,17,Pending,2024-09-04 04:00:00,signup
64,17,Pending,2025-02-27 18:00:00,manual
65,17,Non-Accredited,2025-07-26 07:00:00,kyc_review
66,17,Non-Accredited,2025-11-30 20:00:00,auto
67,17,Non-Accredited,2026-04-28 09:00:00,auto
68,18,Pending,2022-06-27 14:00:00,signup
69,18,Suspended,2023-01-03 09:00:00,kyc_review
70,18,Accredited,2023-02-08 11:00:00,manual
71,18,Accredited,2023-07-28 04:00:00,manual
72,19,Pending,2024-04-12 02:00:00,signup
73,19,Pending,2024-08-07 08:00:00,manual
74,19,Suspended,2024-09-15 14:00:00,manual
75,19,Accredited,2025-01-22 03:00:00,auto
76,20,Pending,2023-11-10 12:00:00,signup
77,20,Pending,2024-03-28 21:00:00,auto
78,20,Pending,2024-07-23 18:00:00,manual
79,20,Pending,2024-07-23 18:00:00,auto
80,21,Pending,2024-07-09 01:00:00,signup
81,21,Accredited,2024-10-22 17:00:00,manual
82,21,Accredited,2025-03-28 06:00:00,manual
83,22,Pending,2023-02-21 13:00:00,signup
84,22,Pending,2023-07-29 02:00:00,auto
85,23,Pending,2024-10-25 06:00:00,signup
86,23,Pending,2025-01-24 22:00:00,kyc_review
87,23,Pending,2025-03-08 14:00:00,auto
88,23,Accredited,2025-08-25 22:00:00,manual
89,23,Accredited,2025-09-27 22:00:00,auto
90,24,Pending,2022-11-28 05:00:00,signup
91,24,Suspended,2023-05-16 03:00:00,auto
92,25,Pending,2022-06-24 05:00:00,signup
93,25,Accredited,2022-12-14 01:00:00,auto
94,25,Accredited,2023-03-10 07:00:00,manual
95,25,Accredited,2023-09-04 08:00:00,kyc_review
96,25,Accredited,2024-02-25 02:00:00,auto
97,26,Pending,2022-09-04 05:00:00,signup
98,26,Pending,2022-11-20 10:00:00,manual
99,26,Pending,2023-01-22 22:00:00,kyc_review
100,26,Pending,2023-06-06 18:00:00,auto
101,27,Pending,2024-01-10 11:00:00,signup
102,27,Pending,2024-03-01 16:00:00,kyc_review
103,27,Accredited,2024-08-20 11:00:00,manual
104,27,Pending,2025-01-01 06:00:00,auto
105,27,Accredited,2025-02-11 12:00:00,auto
106,28,Pending,2022-10-26 05:00:00,signup
107,28,Pending,2023-02-06 08:00:00,kyc_review
108,28,Accredited,2023-08-22 06:00:00,manual
109,29,Pending,2021-04-29 03:00:00,signup
110,29,Accredited,2021-11-06 20:00:00,manual
111,29,Accredited,2022-02-27 02:00:00,kyc_review
112,29,Accredited,2022-09-08 10:00:00,auto
113,30,Pending,2023-09-23 07:00:00,signup
114,30,Pending,2024-01-21 21:00:00,auto
115,30,Pending,2024-04-22 16:00:00,manual
116,30,Pending,2024-09-25 03:00:00,auto
117,30,Suspended,2025-01-28 08:00:00,manual
118,31,Pending,2023-09-01 10:00:00,signup
119,31,Pending,2024-02-24 02:00:00,kyc_review
120,31,Accredited,2024-05-26 15:00:00,kyc_review
121,31,Accredited,2024-09-09 02:00:00,manual
122,31,Accredited,2024-12-10 00:00:00,manual
123,31,Accredited,2025-05-14 10:00:00,manual
124,32,Pending,2022-03-10 07:00:00,signup
125,32,Non-Accredited,2022-05-14 10:00:00,auto
126,32,Non-Accredited,2022-05-14 10:00:00,signup
127,32,Accredited,2022-11-05 23:00:00,manual
128,32,Suspended,2022-11-28 14:00:00,manual
129,32,Accredited,2023-04-02 19:00:00,kyc_review
130,32,Suspended,2023-06-23 19:00:00,kyc_review
131,33,Pending,2022-10-01 10:00:00,signup
132,33,Suspended,2023-01-22 11:00:00,kyc_review
133,33,Non-Accredited,2023-02-05 13:00:00,manual
134,34,Pending,2023-07-14 09:00:00,signup
135,34,Pending,2023-10-20 21:00:00,manual
136,34,Pending,2023-11-12 09:00:00,manual
137,34,Suspended,2024-05-04 12:00:00,kyc_review
138,34,Suspended,2024-05-04 12:00:00,manual
139,35,Pending,2024-02-09 02:00:00,signup
140,35,Suspended,2024-03-25 05:00:00,auto
141,36,Pending,2021-05-19 06:00:00,signup
142,36,Accredited,2021-07-17 05:00:00,auto
143,37,Pending,2022-07-25 02:00:00,signup
144,37,Pending,2022-08-15 05:00:00,manual
145,37,Pending,2022-08-15 05:00:00,signup
146,37,Non-Accredited,2022-11-18 03:00:00,manual
147,37,Accredited,2023-01-02 21:00:00,kyc_review
148,38,Pending,2023-08-27 14:00:00,signup
149,38,Accredited,2024-02-24 17:00:00,manual
150,38,Accredited,2024-05-16 03:00:00,kyc_review
151,38,Accredited,2024-08-10 01:00:00,auto
152,38,Suspended,2024-10-21 22:00:00,auto
153,38,Suspended,2024-10-21 22:00:00,auto
154,39,Pending,2021-07-18 16:00:00,signup
155,39,Accredited,2021-09-20 16:00:00,manual
156,40,Pending,2024-08-31 04:00:00,signup
157,40,Accredited,2024-11-02 22:00:00,manual
158,40,Accredited,2025-01-31 20:00:00,auto
159,40,Accredited,2025-03-16 03:00:00,manual
160,41,Pending,2022-05-25 17:00:00,signup
161,41,Pending,2022-09-14 23:00:00,manual
162,41,Accredited,2022-12-12 17:00:00,kyc_review
163,42,Pending,2022-07-25 08:00:00,signup
164,42,Pending,2022-11-29 13:00:00,manual
165,43,Pending,2021-07-20 15:00:00,signup
166,43,Pending,2021-10-05 18:00:00,manual
167,43,Pending,2022-01-25 10:00:00,manual
168,43,Pending,2022-01-25 10:00:00,manual
169,43,Pending,2022-04-14 21:00:00,auto
170,44,Pending,2022-04-30 14:00:00,signup
171,44,Pending,2022-07-24 20:00:00,auto
172,44,Accredited,2023-01-06 11:00:00,kyc_review
173,45,Pending,2021-12-04 04:00:00,signup
174,45,Accredited,2022-01-12 05:00:00,kyc_review
175,45,Accredited,2022-01-12 05:00:00,signup
176,45,Accredited,2022-02-16 13:00:00,auto
177,46,Pending,2023-05-17 13:00:00,signup
178,46,Pending,2023-09-04 16:00:00,auto
179,46,Accredited,2023-11-05 21:00:00,manual
180,46,Accredited,2024-01-28 20:00:00,kyc_review
181,46,Accredited,2024-08-05 15:00:00,auto
182,47,Pending,2022-01-24 11:00:00,signup
183,47,Pending,2022-03-17 16:00:00,manual
184,48,Pending,2022-10-05 01:00:00,signup
185,48,Pending,2023-02-01 11:00:00,manual
186,48,Pending,2023-03-27 08:00:00,manual
187,48,Accredited,2023-09-02 08:00:00,kyc_review
188,48,Accredited,2023-09-02 08:00:00,manual
189,48,Accredited,2023-09-17 02:00:00,kyc_review
190,49,Pending,2021-04-27 06:00:00,signup
191,49,Pending,2021-05-31 09:00:00,auto
192,49,Pending,2021-10-14 08:00:00,auto
193,50,Pending,2024-10-14 16:00:00,signup
194,50,Pending,2025-01-26 06:00:00,manual
195,50,Suspended,2025-05-01 22:00:00,auto
196,50,Accredited,2025-07-20 19:00:00,kyc_review
197,51,Pending,2021-03-23 08:00:00,signup
198,51,Pending,2021-07-02 23:00:00,auto
199,51,Pending,2021-10-31 10:00:00,kyc_review
200,52,Pending,2022-10-10 13:00:00,signup
201,52,Suspended,2022-12-30 09:00:00,manual
202,53,Pending,2022-06-28 17:00:00,signup
203,53,Pending,2022-09-14 14:00:00,manual
204,53,Pending,2023-01-08 22:00:00,kyc_review
205,54,Pending,2021-05-29 11:00:00,signup
206,54,Accredited,2021-07-10 00:00:00,manual
207,54,Accredited,2021-07-22 15:00:00,auto
208,54,Accredited,2021-10-15 10:00:00,manual
209,54,Accredited,2022-01-08 10:00:00,auto
210,54,Accredited,2022-05-23 19:00:00,manual
211,55,Pending,2024-01-07 01:00:00,signup
212,55,Pending,2024-03-21 05:00:00,manual
213,56,Pending,2022-05-16 17:00:00,signup
214,56,Accredited,2022-07-04 19:00:00,auto
215,56,Accredited,2022-12-10 21:00:00,kyc_review
216,56,Accredited,2023-03-21 04:00:00,manual
217,56,Accredited,2023-04-25 12:00:00,kyc_review
218,56,Accredited,2023-10-25 22:00:00,kyc_review
219,57,Pending,2022-09-12 14:00:00,signup
220,57,Pending,2022-11-12 23:00:00,manual
221,57,Accredited,2023-05-02 13:00:00,manual
222,57,Accredited,2023-09-24 03:00:00,auto
223,57,Accredited,2024-01-31 14:00:00,manual
224,57,Pending,2024-06-07 14:00:00,manual
225,58,Pending,2024-09-29 05:00:00,signup
226,58,Accredited,2024-12-25 12:00:00,auto
227,58,Accredited,2025-05-28 21:00:00,manual
228,58,Non-Accredited,2025-11-25 21:00:00,auto
229,58,Non-Accredited,2025-12-18 23:00:00,auto
230,58,Accredited,2026-05-30 02:00:00,auto
231,59,Pending,2021-08-25 02:00:00,signup
232,59,Non-Accredited,2022-03-12 20:00:00,kyc_review
233,60,Pending,2022-03-08 17:00:00,signup
234,60,Accredited,2022-08-09 16:00:00,auto
235,60,Non-Accredited,2022-09-28 01:00:00,kyc_review
236,61,Pending,2023-09-28 20:00:00,signup
237,61,Pending,2023-11-06 22:00:00,auto
238,61,Pending,2024-03-29 01:00:00,kyc_review
239,62,Pending,2023-05-18 17:00:00,signup
240,62,Accredited,2023-09-05 18:00:00,manual
241,62,Accredited,2023-11-15 11:00:00,auto
242,62,Accredited,2024-05-12 06:00:00,kyc_review
243,62,Non-Accredited,2024-07-08 10:00:00,kyc_review
244,63,Pending,2022-06-21 18:00:00,signup
245,63,Pending,2022-10-31 09:00:00,auto
246,63,Pending,2023-04-10 00:00:00,manual
247,64,Pending,2021-01-20 04:00:00,signup
248,64,Pending,2021-05-16 17:00:00,manual
249,64,Pending,2021-10-18 05:00:00,manual
250,64,Pending,2021-10-18 05:00:00,manual
251,64,Pending,2022-04-13 02:00:00,manual
252,64,Pending,2022-08-21 01:00:00,kyc_review
253,65,Pending,2021-03-15 17:00:00,signup
254,65,Accredited,2021-06-23 15:00:00,kyc_review
255,65,Accredited,2021-10-02 11:00:00,auto
256,66,Pending,2022-09-24 05:00:00,signup
257,66,Pending,2023-03-21 14:00:00,auto
258,66,Accredited,2023-07-30 09:00:00,auto
259,66,Accredited,2023-12-21 17:00:00,manual
260,67,Pending,2022-03-07 19:00:00,signup
261,67,Pending,2022-08-14 14:00:00,kyc_review
262,67,Pending,2022-10-03 21:00:00,kyc_review
263,67,Pending,2023-04-05 12:00:00,kyc_review
264,68,Pending,2024-06-25 08:00:00,signup
265,68,Non-Accredited,2024-08-19 07:00:00,manual
266,69,Pending,2021-02-20 02:00:00,signup
267,69,Pending,2021-05-05 05:00:00,auto
268,69,Pending,2021-05-05 05:00:00,signup
269,69,Pending,2021-08-19 00:00:00,kyc_review
270,69,Pending,2022-02-23 14:00:00,auto
271,69,Pending,2022-04-25 20:00:00,manual
272,69,Accredited,2022-07-02 02:00:00,auto
273,70,Pending,2022-05-24 07:00:00,signup
274,70,Non-Accredited,2022-10-30 07:00:00,kyc_review
275,70,Non-Accredited,2022-10-30 07:00:00,signup
276,71,Pending,2023-08-22 05:00:00,signup
277,71,Suspended,2023-12-02 18:00:00,manual
278,72,Pending,2022-04-12 17:00:00,signup
279,72,Accredited,2022-06-09 23:00:00,manual
280,72,Accredited,2022-11-10 03:00:00,auto
281,72,Accredited,2022-12-08 21:00:00,auto
282,72,Accredited,2023-01-18 12:00:00,auto
283,73,Pending,2021-05-23 01:00:00,signup
284,73,Pending,2021-08-15 09:00:00,manual
285,73,Pending,2021-08-15 09:00:00,signup
286,73,Pending,2021-10-04 18:00:00,auto
287,74,Pending,2024-10-23 17:00:00,signup
288,74,Pending,2025-03-11 02:00:00,kyc_review
289,74,Suspended,2025-04-18 20:00:00,manual
290,74,Suspended,2025-05-07 06:00:00,kyc_review
291,74,Suspended,2025-06-01 10:00:00,auto
292,74,Suspended,2025-11-27 11:00:00,kyc_review
293,75,Pending,2022-01-01 19:00:00,signup
294,75,Pending,2022-07-09 20:00:00,kyc_review
295,75,Pending,2022-12-20 19:00:00,auto
296,75,Accredited,2023-02-02 03:00:00,manual
297,75,Accredited,2023-07-28 14:00:00,manual
298,75,Pending,2023-10-04 14:00:00,kyc_review
299,76,Pending,2023-06-09 13:00:00,signup
300,76,Pending,2023-11-08 04:00:00,manual
301,77,Pending,2021-08-25 14:00:00,signup
302,77,Pending,2022-01-22 18:00:00,kyc_review
303,77,Pending,2022-05-07 05:00:00,manual
304,77,Pending,2022-07-16 12:00:00,kyc_review
305,77,Pending,2022-12-11 06:00:00,kyc_review
306,78,Pending,2023-06-13 08:00:00,signup
307,78,Pending,2023-07-12 09:00:00,kyc_review
308,79,Pending,2023-06-03 11:00:00,signup
309,79,Suspended,2023-11-15 07:00:00,kyc_review
310,79,Suspended,2024-03-27 04:00:00,kyc_review
311,79,Suspended,2024-03-27 04:00:00,kyc_review
312,79,Non-Accredited,2024-08-23 10:00:00,manual
313,80,Pending,2024-09-20 08:00:00,signup
314,80,Non-Accredited,2025-03-31 17:00:00,manual
315,80,Accredited,2025-06-12 09:00:00,auto
316,80,Non-Accredited,2025-07-05 20:00:00,auto
317,80,Non-Accredited,2025-08-05 02:00:00,auto
318,81,Pending,2023-04-17 18:00:00,signup
319,81,Non-Accredited,2023-05-29 05:00:00,kyc_review
320,81,Accredited,2023-12-03 19:00:00,kyc_review
321,81,Accredited,2023-12-03 19:00:00,kyc_review
322,82,Pending,2023-05-12 02:00:00,signup
323,82,Pending,2023-08-01 20:00:00,kyc_review
324,82,Pending,2023-08-01 20:00:00,signup
325,82,Suspended,2024-01-15 08:00:00,manual
326,82,Suspended,2024-03-22 14:00:00,auto
327,83,Pending,2023-04-12 02:00:00,signup
328,83,Suspended,2023-04-30 19:00:00,auto
329,83,Accredited,2023-08-05 03:00:00,kyc_review
330,83,Non-Accredited,2024-01-21 16:00:00,auto
331,84,Pending,2024-05-27 04:00:00,signup
332,84,Accredited,2024-09-14 03:00:00,auto
333,84,Accredited,2025-02-18 02:00:00,kyc_review
334,84,Accredited,2025-06-28 01:00:00,kyc_review
335,84,Accredited,2025-12-29 09:00:00,kyc_review
336,84,Pending,2026-03-24 19:00:00,manual
337,85,Pending,2023-08-28 09:00:00,signup
338,85,Pending,2023-09-10 12:00:00,auto
339,85,Pending,2023-11-26 17:00:00,kyc_review
340,85,Accredited,2024-04-03 18:00:00,auto
341,85,Accredited,2024-04-28 12:00:00,auto
342,85,Accredited,2024-05-25 02:00:00,manual
343,86,Pending,2023-11-22 16:00:00,signup
344,86,Pending,2024-01-30 12:00:00,auto
345,86,Accredited,2024-04-08 15:00:00,auto
346,87,Pending,2022-09-28 19:00:00,signup
347,87,Pending,2022-10-19 12:00:00,auto
348,87,Suspended,2023-01-02 12:00:00,manual
349,87,Suspended,2023-01-24 07:00:00,kyc_review
350,87,Suspended,2023-01-24 07:00:00,manual
351,88,Pending,2023-09-01 15:00:00,signup
352,88,Pending,2024-01-19 17:00:00,manual
353,89,Pending,2024-03-24 14:00:00,signup
354,89,Accredited,2024-09-15 03:00:00,manual
355,90,Pending,2021-10-30 12:00:00,signup
356,90,Pending,2022-02-22 08:00:00,manual
357,90,Pending,2022-04-14 19:00:00,kyc_review
358,90,Non-Accredited,2022-04-30 22:00:00,auto
359,91,Pending,2021-12-27 17:00:00,signup
360,91,Accredited,2022-07-08 04:00:00,auto
361,91,Accredited,2022-07-08 04:00:00,signup
362,91,Accredited,2023-01-19 08:00:00,auto
363,91,Accredited,2023-01-19 08:00:00,signup
364,91,Suspended,2023-02-17 15:00:00,auto
365,91,Non-Accredited,2023-06-15 08:00:00,auto
366,91,Accredited,2023-11-27 23:00:00,manual
367,92,Pending,2021-09-06 19:00:00,signup
368,92,Pending,2021-11-18 05:00:00,manual
369,92,Non-Accredited,2022-02-17 04:00:00,manual
370,92,Non-Accredited,2022-06-11 15:00:00,auto
371,93,Pending,2024-05-04 12:00:00,signup
372,93,Pending,2024-10-15 19:00:00,manual
373,93,Pending,2024-11-27 12:00:00,manual
374,93,Non-Accredited,2025-05-26 16:00:00,manual
375,93,Non-Accredited,2025-06-26 05:00:00,kyc_review
376,94,Pending,2023-10-31 07:00:00,signup
377,94,Pending,2024-03-05 07:00:00,manual
378,94,Non-Accredited,2024-08-04 05:00:00,kyc_review
379,95,Pending,2023-08-31 14:00:00,signup
380,95,Accredited,2024-03-04 19:00:00,auto
381,96,Pending,2023-09-20 14:00:00,signup
382,96,Accredited,2023-11-02 02:00:00,manual
383,96,Accredited,2024-02-06 20:00:00,auto
384,96,Accredited,2024-02-06 20:00:00,manual
385,96,Suspended,2024-08-24 07:00:00,auto
386,97,Pending,2022-07-11 14:00:00,signup
387,97,Pending,2022-11-21 12:00:00,kyc_review
388,97,Pending,2023-05-01 04:00:00,kyc_review
389,97,Accredited,2023-08-14 01:00:00,manual
390,98,Pending,2022-04-19 19:00:00,signup
391,98,Pending,2022-05-24 02:00:00,manual
392,98,Pending,2022-05-24 02:00:00,signup
393,98,Non-Accredited,2022-10-13 18:00:00,manual
394,98,Suspended,2023-01-30 04:00:00,kyc_review
395,99,Pending,2023-04-15 07:00:00,signup
396,99,Accredited,2023-09-04 15:00:00,kyc_review
397,99,Accredited,2023-10-26 18:00:00,manual
398,99,Accredited,2023-12-19 03:00:00,auto
399,99,Accredited,2024-02-27 00:00:00,kyc_review
400,100,Pending,2023-03-09 17:00:00,signup
401,100,Suspended,2023-03-27 12:00:00,auto
402,100,Non-Accredited,2023-05-25 12:00:00,manual
403,101,Pending,2023-02-19 19:00:00,signup
404,101,Non-Accredited,2023-09-05 09:00:00,manual
405,101,Accredited,2024-03-17 07:00:00,manual
406,101,Non-Accredited,2024-04-18 11:00:00,kyc_review
407,101,Non-Accredited,2024-05-19 10:00:00,manual
408,102,Pending,2024-01-08 11:00:00,signup
409,102,Non-Accredited,2024-05-14 07:00:00,kyc_review
410,102,Non-Accredited,2024-08-12 08:00:00,auto
411,102,Non-Accredited,2024-11-11 14:00:00,auto
412,102,Non-Accredited,2024-11-11 14:00:00,auto
413,103,Pending,2022-03-26 01:00:00,signup
414,103,Pending,2022-05-10 19:00:00,kyc_review
415,103,Pending,2022-07-27 10:00:00,kyc_review
416,104,Pending,2024-10-22 10:00:00,signup
417,104,Suspended,2024-12-22 06:00:00,auto
418,104,Suspended,2025-01-01 19:00:00,auto
419,105,Pending,2023-12-30 06:00:00,signup
420,105,Pending,2024-04-26 04:00:00,manual
421,106,Pending,2024-08-09 08:00:00,signup
422,106,Accredited,2024-12-21 00:00:00,manual
423,106,Non-Accredited,2025-03-15 21:00:00,manual
424,106,Non-Accredited,2025-08-12 12:00:00,kyc_review
425,107,Pending,2023-02-16 10:00:00,signup
426,107,Pending,2023-06-20 20:00:00,manual
427,107,Accredited,2023-10-27 06:00:00,manual
428,107,Non-Accredited,2024-03-08 21:00:00,kyc_review
429,107,Non-Accredited,2024-07-26 03:00:00,kyc_review
430,108,Pending,2023-05-14 11:00:00,signup
431,108,Pending,2023-11-12 21:00:00,manual
432,108,Pending,2024-01-27 22:00:00,auto
433,108,Pending,2024-07-17 23:00:00,manual
434,109,Pending,2022-12-18 06:00:00,signup
435,109,Pending,2023-02-19 02:00:00,auto
436,109,Suspended,2023-04-03 21:00:00,kyc_review
437,109,Suspended,2023-05-07 19:00:00,manual
438,109,Accredited,2023-10-05 21:00:00,manual
439,109,Accredited,2023-11-25 14:00:00,auto
440,110,Pending,2022-02-13 06:00:00,signup
441,110,Pending,2022-05-18 19:00:00,auto
442,110,Non-Accredited,2022-05-31 20:00:00,auto
443,110,Non-Accredited,2022-09-20 11:00:00,manual
444,111,Pending,2021-08-23 08:00:00,signup
445,111,Non-Accredited,2021-09-10 16:00:00,manual
446,111,Suspended,2021-10-24 15:00:00,kyc_review
447,111,Suspended,2021-10-24 15:00:00,manual
448,112,Pending,2021-12-10 14:00:00,signup
449,112,Accredited,2021-12-24 13:00:00,kyc_review
450,113,Pending,2022-09-30 19:00:00,signup
451,113,Non-Accredited,2022-11-29 14:00:00,manual
452,113,Non-Accredited,2022-12-14 23:00:00,kyc_review
453,113,Accredited,2023-06-10 17:00:00,kyc_review
454,113,Accredited,2023-10-03 10:00:00,manual
455,114,Pending,2022-02-11 18:00:00,signup
456,114,Pending,2022-04-25 06:00:00,manual
457,114,Accredited,2022-08-08 23:00:00,auto
458,114,Accredited,2022-11-28 06:00:00,manual
459,114,Accredited,2023-05-21 15:00:00,auto
460,114,Accredited,2023-06-25 08:00:00,manual
461,115,Pending,2024-11-28 03:00:00,signup
462,115,Accredited,2025-03-21 22:00:00,auto
463,115,Accredited,2025-04-16 13:00:00,manual
464,116,Pending,2021-03-26 05:00:00,signup
465,116,Accredited,2021-06-27 03:00:00,kyc_review
466,117,Pending,2024-08-19 07:00:00,signup
467,117,Suspended,2025-01-02 00:00:00,kyc_review
468,117,Suspended,2025-07-12 15:00:00,auto
469,117,Accredited,2025-08-18 04:00:00,kyc_review
470,117,Accredited,2025-09-28 09:00:00,kyc_review
471,117,Accredited,2025-09-28 09:00:00,kyc_review
472,117,Accredited,2026-01-25 00:00:00,auto
473,118,Pending,2023-06-07 18:00:00,signup
474,118,Pending,2023-09-27 18:00:00,manual
475,118,Pending,2024-04-09 15:00:00,manual
476,118,Accredited,2024-07-24 09:00:00,auto
477,118,Accredited,2025-01-08 07:00:00,auto
478,119,Pending,2021-11-10 15:00:00,signup
479,119,Suspended,2022-02-13 14:00:00,kyc_review
480,119,Suspended,2022-08-26 05:00:00,manual
481,120,Pending,2024-01-08 16:00:00,signup
482,120,Accredited,2024-01-20 01:00:00,kyc_review
483,121,Pending,2022-10-23 11:00:00,signup
484,121,Accredited,2022-11-18 06:00:00,manual
485,122,Pending,2023-08-10 08:00:00,signup
486,122,Accredited,2024-01-27 08:00:00,manual
487,122,Accredited,2024-04-24 19:00:00,manual
488,122,Accredited,2024-10-16 16:00:00,auto
489,123,Pending,2022-10-28 07:00:00,signup
490,123,Accredited,2022-12-22 15:00:00,auto
491,123,Suspended,2023-04-10 01:00:00,auto
492,123,Accredited,2023-10-25 20:00:00,kyc_review
493,123,Accredited,2023-10-25 20:00:00,auto
494,124,Pending,2022-07-27 08:00:00,signup
495,124,Pending,2022-08-30 03:00:00,kyc_review
496,124,Pending,2022-09-09 13:00:00,kyc_review
497,125,Pending,2022-01-27 15:00:00,signup
498,125,Pending,2022-07-27 06:00:00,auto
499,125,Pending,2022-10-06 23:00:00,manual
500,125,Accredited,2023-01-15 08:00:00,kyc_review
501,125,Non-Accredited,2023-03-20 13:00:00,auto
502,126,Pending,2024-11-15 14:00:00,signup
503,126,Accredited,2025-03-19 05:00:00,kyc_review
504,126,Accredited,2025-07-19 01:00:00,kyc_review
505,126,Accredited,2025-11-25 22:00:00,manual
506,126,Accredited,2026-04-28 04:00:00,kyc_review
507,126,Accredited,2026-05-10 10:00:00,auto
508,127,Pending,2022-08-26 19:00:00,signup
509,127,Suspended,2022-11-28 22:00:00,auto
510,127,Suspended,2023-05-13 06:00:00,manual
511,127,Non-Accredited,2023-09-01 07:00:00,manual
512,128,Pending,2023-08-28 19:00:00,signup
513,128,Accredited,2024-03-09 10:00:00,manual
514,129,Pending,2022-12-22 18:00:00,signup
515,129,Pending,2023-01-11 05:00:00,auto
516,130,Pending,2022-01-30 06:00:00,signup
517,130,Accredited,2022-03-02 19:00:00,manual
518,130,Accredited,2022-03-28 05:00:00,auto
519,131,Pending,2022-03-20 07:00:00,signup
520,131,Pending,2022-10-04 07:00:00,auto
521,131,Pending,2023-01-04 05:00:00,auto
522,131,Pending,2023-04-17 21:00:00,auto
523,131,Pending,2023-10-15 18:00:00,kyc_review
524,131,Pending,2024-03-01 22:00:00,manual
525,131,Pending,2024-03-01 22:00:00,kyc_review
526,132,Pending,2022-04-11 20:00:00,signup
527,132,Pending,2022-10-15 12:00:00,auto
528,132,Pending,2022-10-25 21:00:00,manual
529,133,Pending,2022-07-16 15:00:00,signup
530,133,Accredited,2023-01-20 17:00:00,kyc_review
531,133,Accredited,2023-03-18 16:00:00,manual
532,133,Accredited,2023-04-02 21:00:00,manual
533,133,Accredited,2023-10-15 04:00:00,auto
534,133,Accredited,2023-12-13 03:00:00,kyc_review
535,134,Pending,2023-10-03 10:00:00,signup
536,134,Accredited,2023-12-23 14:00:00,kyc_review
537,134,Accredited,2024-02-22 19:00:00,manual
538,135,Pending,2022-11-29 16:00:00,signup
539,135,Pending,2023-05-07 03:00:00,auto
540,135,Pending,2023-10-26 00:00:00,auto
541,135,Pending,2024-03-21 18:00:00,auto
542,136,Pending,2023-10-05 10:00:00,signup
543,136,Accredited,2024-01-11 08:00:00,auto
544,136,Accredited,2024-02-14 00:00:00,manual
545,137,Pending,2024-02-27 04:00:00,signup
546,137,Pending,2024-08-24 00:00:00,kyc_review
547,137,Non-Accredited,2024-11-24 11:00:00,kyc_review
548,137,Non-Accredited,2024-12-31 07:00:00,kyc_review
