transaction_id,investor_id,fund_id,txn_date,txn_type,amount
959,47,14,2022-03-18,subscription,100000
1012,49,8,2022-03-18,capital_call,25000
3098,166,9,2022-03-18,fee,100
648,32,10,2022-03-19,subscription,50000
148,8,17,2022-03-20,capital_call,6250
1771,92,15,2022-03-20,fee,1000
1254,65,23,2022-03-21,subscription,10000
2750,146,9,2022-03-21,capital_call,2500
3631,196,8,2022-03-22,subscription,10000
2969,160,10,2022-03-23,capital_call,20000
868,43,1,2022-03-24,capital_call,62500
591,29,1,2022-03-26,capital_call,6250
2122,110,20,2022-03-26,subscription,10000
3272,177,23,2022-03-26,subscription,100000
2745,145,10,2022-03-28,capital_call,16667
785,39,23,2022-04-01,subscription,25000
2425,125,13,2022-04-01,subscription,10000
167,8,10,2022-04-04,capital_call,10000
1074,54,23,2022-04-06,subscription,50000
1407,73,13,2022-04-06,subscription,100000
1756,92,9,2022-04-07,capital_call,62500
2158,112,17,2022-04-07,subscription,100000
2523,130,20,2022-04-07,subscription,10000
3032,162,1,2022-04-08,capital_call,50000
1260,65,23,2022-04-11,fee,100
1744,91,14,2022-04-11,capital_call,25000
149,8,17,2022-04-12,distribution,7995
2144,111,10,2022-04-12,capital_call,50000
2768,146,23,2022-04-13,subscription,50000
2241,116,22,2022-04-14,capital_call,10000
2840,152,9,2022-04-14,subscription,10000
2334,119,9,2022-04-15,capital_call,125000
6,2,15,2022-04-16,subscription,100000
2217,114,10,2022-04-20,subscription,100000
75,4,1,2022-04-22,subscription,25000
1700,90,20,2022-04-22,capital_call,20000
3550,192,14,2022-04-22,capital_call,12500
2759,146,1,2022-04-23,capital_call,10000
3102,166,23,2022-04-23,subscription,100000
3297,178,1,2022-04-23,capital_call,25000
86,4,20,2022-04-24,subscription,100000
1736,91,1,2022-04-26,subscription,10000
1049,51,23,2022-04-27,subscription,10000
2139,111,17,2022-04-27,capital_call,3333
2245,116,22,2022-04-27,fee,500
3289,178,22,2022-04-30,capital_call,10000
596,29,14,2022-05-01,capital_call,20000
2437,125,1,2022-05-01,capital_call,12500
2922,157,13,2022-05-04,subscription,250000
1159,60,14,2022-05-05,subscription,50000
1748,91,14,2022-05-06,fee,1000
116,6,20,2022-05-07,capital_call,50000
2141,111,17,2022-05-07,fee,100
3472,187,13,2022-05-07,subscription,25000
2818,151,23,2022-05-09,subscription,100000
2537,131,10,2022-05-12,subscription,250000
3565,192,8,2022-05-13,subscription,25000
138,7,17,2022-05-14,capital_call,33333
3096,166,9,2022-05-15,capital_call,2500
2335,119,9,2022-05-16,capital_call,125000
3138,169,10,2022-05-16,subscription,10000
1075,54,23,2022-05-18,capital_call,16667
1383,72,23,2022-05-18,subscription,50000
1473,77,14,2022-05-20,subscription,250000
1308,69,1,2022-05-21,capital_call,33333
123,7,23,2022-05-22,subscription,25000
3551,192,14,2022-05-23,capital_call,12500
203,10,8,2022-05-24,capital_call,125000
3632,196,8,2022-05-24,capital_call,3333
2145,111,10,2022-05-26,capital_call,50000
1452,75,23,2022-05-29,capital_call,10000
601,29,14,2022-05-30,fee,1000
2126,110,10,2022-05-30,subscription,25000
2140,111,17,2022-05-30,capital_call,3333
2438,125,1,2022-05-31,capital_call,12500
1120,56,14,2022-06-04,subscription,25000
3059,165,9,2022-06-06,capital_call,62500
1990,103,14,2022-06-07,subscription,25000
1344,70,9,2022-06-10,subscription,100000
2114,110,23,2022-06-10,subscription,10000
1745,91,14,2022-06-11,capital_call,25000
3506,189,15,2022-06-13,subscription,250000
1096,54,9,2022-06-14,capital_call,3333
2917,157,23,2022-06-15,subscription,50000
1737,91,1,2022-06-16,capital_call,3333
3298,178,1,2022-06-16,capital_call,25000
641,32,1,2022-06-17,subscription,10000
860,43,17,2022-06-17,capital_call,25000
1768,92,15,2022-06-17,capital_call,20000
76,4,1,2022-06-18,capital_call,6250
1013,49,8,2022-06-18,capital_call,25000
1757,92,9,2022-06-20,capital_call,62500
1997,103,8,2022-06-21,subscription,25000
1050,51,23,2022-06-22,capital_call,2500
1722,91,9,2022-06-22,capital_call,33333
2515,130,22,2022-06-22,capital_call,125000
1076,54,23,2022-06-23,capital_call,16667
655,32,14,2022-06-25,subscription,250000
1870,98,14,2022-06-25,subscription,25000
3476,187,13,2022-06-25,fee,250
2242,116,22,2022-06-27,capital_call,10000
663,32,13,2022-06-28,subscription,25000
3265,177,13,2022-06-30,subscription,50000
1283,67,14,2022-07-01,subscription,250000
477,25,22,2022-07-02,subscription,250000
2751,146,9,2022-07-02,capital_call,2500
17,2,17,2022-07-03,subscription,50000
2544,132,14,2022-07-03,subscription,50000
2746,145,10,2022-07-04,capital_call,16667
3566,192,8,2022-07-04,capital_call,6250
962,47,14,2022-07-05,fee,1000
3097,166,9,2022-07-05,capital_call,2500
3280,177,1,2022-07-05,capital_call,3333
1107,54,22,2022-07-09,capital_call,5000
1054,51,23,2022-07-11,fee,100
2950,159,22,2022-07-11,subscription,100000
960,47,14,2022-07-12,capital_call,50000
869,43,1,2022-07-13,capital_call,62500
2841,152,9,2022-07-13,capital_call,2000
3473,187,13,2022-07-13,capital_call,8333
1852,97,17,2022-07-15,subscription,25000
1408,73,13,2022-07-16,capital_call,25000
1165,60,13,2022-07-17,subscription,50000
2123,110,20,2022-07-21,capital_call,5000
3290,178,22,2022-07-21,capital_call,10000
124,7,23,2022-07-22,capital_call,12500
1014,49,8,2022-07-22,capital_call,25000
2769,146,23,2022-07-24,capital_call,25000
3060,165,9,2022-07-25,capital_call,62500
3033,162,1,2022-07-27,capital_call,50000
1348,70,20,2022-07-28,subscription,25000
2923,157,13,2022-07-28,capital_call,62500
1479,77,14,2022-07-29,fee,2500
7,2,15,2022-08-02,capital_call,33333
140,7,17,2022-08-02,fee,1000
1160,60,14,2022-08-02,capital_call,16667
3316,180,15,2022-08-02,capital_call,2000
2218,114,10,2022-08-03,capital_call,20000
2524,130,20,2022-08-05,capital_call,2000
2243,116,22,2022-08-07,capital_call,10000
592,29,1,2022-08-08,capital_call,6250
597,29,14,2022-08-09,capital_call,20000
1221,63,10,2022-08-09,subscription,250000
2127,110,10,2022-08-10,capital_call,8333
2538,131,10,2022-08-10,capital_call,83333
3266,177,13,2022-08-10,capital_call,16667
168,8,10,2022-08-11,capital_call,10000
1723,91,9,2022-08-12,capital_call,33333
2760,146,1,2022-08-12,capital_call,10000
3552,192,14,2022-08-12,capital_call,12500
3576,193,10,2022-08-12,subscription,100000
812,41,13,2022-08-13,subscription,50000
1123,56,14,2022-08-14,fee,250
1255,65,23,2022-08-14,capital_call,2000
2159,112,17,2022-08-14,capital_call,25000
2419,124,9,2022-08-14,subscription,100000
3273,177,23,2022-08-14,capital_call,50000
786,39,23,2022-08-15,capital_call,6250
1991,103,14,2022-08-15,capital_call,5000
649,32,10,2022-08-16,capital_call,12500
1453,75,23,2022-08-17,capital_call,10000
2970,160,10,2022-08-17,capital_call,20000
50,4,22,2022-08-18,subscription,50000
573,29,2,2022-08-18,subscription,25000
117,6,20,2022-08-19,capital_call,50000
2246,116,22,2022-08-21,distribution,8961
2962,159,1,2022-08-21,subscription,50000
3071,165,2,2022-08-21,subscription,50000
1051,51,23,2022-08-22,capital_call,2500
2956,159,22,2022-08-22,fee,1000
820,42,23,2022-08-23,subscription,100000
3103,166,23,2022-08-23,capital_call,25000
2426,125,13,2022-08-27,capital_call,3333
1998,103,8,2022-08-29,capital_call,8333
1015,49,8,2022-09-01,capital_call,25000
1701,90,20,2022-09-01,capital_call,20000
1412,73,13,2022-09-03,fee,1000
2819,151,23,2022-09-03,capital_call,20000
1738,91,1,2022-09-04,capital_call,3333
8,2,15,2022-09-06,capital_call,33333
664,32,13,2022-09-06,capital_call,5000
2941,159,9,2022-09-06,subscription,250000
1874,98,14,2022-09-07,fee,250
3633,196,8,2022-09-08,capital_call,3333
1474,77,14,2022-09-09,capital_call,50000
2439,125,1,2022-09-09,capital_call,12500
1769,92,15,2022-09-10,capital_call,20000
87,4,20,2022-09-11,capital_call,50000
1077,54,23,2022-09-11,capital_call,16667
1109,54,22,2022-09-11,distribution,5179
1856,97,13,2022-09-11,subscription,250000
3294,178,22,2022-09-12,fee,500
2747,145,10,2022-09-13,capital_call,16667
2566,133,2,2022-09-14,subscription,25000
222,11,2,2022-09-15,subscription,10000
1345,70,9,2022-09-15,capital_call,50000
2249,116,2,2022-09-15,subscription,10000
1252,65,20,2022-09-16,distribution,2331
2763,146,1,2022-09-16,fee,500
1409,73,13,2022-09-17,capital_call,25000
961,47,14,2022-09-18,capital_call,50000
861,43,17,2022-09-19,capital_call,25000
1758,92,9,2022-09-19,capital_call,62500
2752,146,9,2022-09-19,capital_call,2500
2966,159,1,2022-09-20,fee,500
485,26,13,2022-09-21,subscription,50000
2516,130,22,2022-09-21,capital_call,125000
1166,60,13,2022-09-23,capital_call,12500
2764,146,1,2022-09-24,distribution,19934
3291,178,22,2022-09-24,capital_call,10000
3644,196,2,2022-09-24,subscription,50000
150,8,17,2022-09-25,distribution,7713
3453,186,1,2022-09-26,subscription,100000
642,32,1,2022-09-28,capital_call,3333
1222,63,10,2022-09-29,capital_call,62500
2754,146,9,2022-09-29,fee,100
895,45,2,2022-09-30,subscription,50000
2124,110,20,2022-10-01,capital_call,5000
761,37,15,2022-10-02,subscription,25000
1384,72,23,2022-10-02,capital_call,16667
3107,166,23,2022-10-03,fee,1000
1871,98,14,2022-10-04,capital_call,8333
1266,66,9,2022-10-06,subscription,25000
3139,169,10,2022-10-06,capital_call,2000
3507,189,15,2022-10-06,capital_call,62500
3554,192,14,2022-10-06,fee,500
454,25,23,2022-10-07,subscription,25000
1097,54,9,2022-10-07,capital_call,3333
2427,125,13,2022-10-07,capital_call,3333
2827,151,4,2022-10-07,subscription,25000
2951,159,22,2022-10-07,capital_call,20000
1098,54,9,2022-10-09,fee,100
1161,60,14,2022-10-09,capital_call,16667
1256,65,23,2022-10-09,capital_call,2000
3570,192,7,2022-10-09,subscription,50000
51,4,22,2022-10-10,capital_call,25000
1996,103,14,2022-10-10,fee,250
139,7,17,2022-10-11,capital_call,33333
204,10,8,2022-10-12,capital_call,125000
1841,97,1,2022-10-12,subscription,25000
1746,91,14,2022-10-13,capital_call,25000
2146,111,10,2022-10-13,capital_call,50000
3324,180,4,2022-10-13,subscription,250000
787,39,23,2022-10-15,capital_call,6250
1272,66,15,2022-10-15,subscription,50000
1853,97,17,2022-10-15,capital_call,12500
3281,177,1,2022-10-15,capital_call,3333
650,32,10,2022-10-16,capital_call,12500
2545,132,14,2022-10-16,capital_call,10000
2571,133,2,2022-10-16,fee,250
2727,143,13,2022-10-16,subscription,50000
18,2,17,2022-10-17,capital_call,10000
968,47,4,2022-10-17,subscription,25000
1739,91,1,2022-10-17,capital_call,3333
1857,97,13,2022-10-17,capital_call,62500
495,26,22,2022-10-18,subscription,25000
3232,175,8,2022-10-18,subscription,100000
3274,177,23,2022-10-18,capital_call,50000
2115,110,23,2022-10-20,capital_call,3333
2963,159,1,2022-10-20,capital_call,16667
587,29,22,2022-10-22,distribution,32823
2465,127,15,2022-10-23,subscription,100000
2539,131,10,2022-10-23,capital_call,83333
3567,192,8,2022-10-23,capital_call,6250
77,4,1,2022-10-24,capital_call,6250
2160,112,17,2022-10-24,capital_call,25000
2219,114,10,2022-10-24,capital_call,20000
141,7,17,2022-10-25,distribution,29599
1334,70,4,2022-10-25,subscription,10000
2971,160,10,2022-10-25,capital_call,20000
3518,190,4,2022-10-25,subscription,100000
80,4,1,2022-10-26,fee,250
727,36,4,2022-10-26,subscription,100000
1749,91,14,2022-10-27,distribution,28224
2315,119,2,2022-10-27,subscription,100000
169,8,10,2022-10-28,capital_call,10000
665,32,13,2022-10-28,capital_call,5000
1241,64,2,2022-10-28,subscription,10000
2205,113,10,2022-10-29,subscription,25000
3157,170,17,2022-10-29,subscription,250000
989,48,1,2022-10-30,subscription,250000
1121,56,14,2022-10-30,capital_call,12500
195,10,2,2022-10-31,subscription,25000
1130,57,9,2022-11-01,subscription,50000
2134,111,2,2022-11-01,subscription,50000
1410,73,13,2022-11-02,capital_call,25000
1017,49,8,2022-11-03,distribution,37126
2820,151,23,2022-11-03,capital_call,20000
3320,180,15,2022-11-03,distribution,2638
656,32,14,2022-11-04,capital_call,50000
3474,187,13,2022-11-04,capital_call,8333
813,41,13,2022-11-05,capital_call,16667
2213,113,20,2022-11-05,subscription,50000
1223,63,10,2022-11-06,capital_call,62500
598,29,14,2022-11-07,capital_call,20000
676,33,13,2022-11-07,subscription,10000
767,37,15,2022-11-07,fee,250
322,15,1,2022-11-08,subscription,10000
1385,72,23,2022-11-08,capital_call,16667
2440,125,1,2022-11-08,capital_call,12500
2906,157,7,2022-11-08,subscription,100000
3292,178,22,2022-11-08,capital_call,10000
2172,112,7,2022-11-09,subscription,10000
1284,67,14,2022-11-10,capital_call,50000
2561,133,4,2022-11-10,subscription,250000
2918,157,23,2022-11-10,capital_call,12500
2525,130,20,2022-11-11,capital_call,2000
2957,159,7,2022-11-11,subscription,250000
486,26,13,2022-11-12,capital_call,25000
863,43,17,2022-11-12,fee,1000
762,37,15,2022-11-14,capital_call,5000
1725,91,9,2022-11-14,distribution,10670
2842,152,9,2022-11-14,capital_call,2000
2973,160,10,2022-11-14,distribution,11995
311,15,2,2022-11-16,subscription,100000
1280,66,2,2022-11-16,subscription,25000
870,43,1,2022-11-17,capital_call,62500
1297,69,2,2022-11-17,subscription,100000
223,11,2,2022-11-18,capital_call,2500
125,7,23,2022-11-19,capital_call,12500
993,48,13,2022-11-19,subscription,100000
2244,116,22,2022-11-19,capital_call,10000
88,4,20,2022-11-20,capital_call,50000
3140,169,10,2022-11-21,capital_call,2000
188,10,4,2022-11-23,subscription,250000
864,43,17,2022-11-25,distribution,15847
1108,54,22,2022-11-25,capital_call,5000
2441,125,1,2022-11-25,fee,500
3519,190,4,2022-11-25,capital_call,50000
118,6,20,2022-11-27,capital_call,50000
478,25,22,2022-11-28,capital_call,125000
1349,70,20,2022-11-28,capital_call,8333
2942,159,9,2022-11-28,capital_call,83333
2753,146,9,2022-11-29,capital_call,2500
3577,193,10,2022-11-29,capital_call,33333
1110,54,22,2022-12-01,distribution,9756
1636,87,17,2022-12-01,subscription,50000
1724,91,9,2022-12-01,capital_call,33333
538,28,22,2022-12-03,subscription,10000
2770,146,23,2022-12-03,capital_call,25000
3553,192,14,2022-12-03,capital_call,12500
1124,57,14,2022-12-04,subscription,100000
1353,70,7,2022-12-04,subscription,100000
2375,121,4,2022-12-04,subscription,50000
3063,165,9,2022-12-04,redemption,188995
3634,196,8,2022-12-05,capital_call,3333
2846,152,9,2022-12-06,fee,100
1131,57,9,2022-12-07,capital_call,16667
2771,146,23,2022-12-07,fee,500
1854,97,17,2022-12-08,capital_call,12500
3295,178,22,2022-12-08,distribution,7364
2905,157,22,2022-12-09,redemption,57179
78,4,1,2022-12-10,capital_call,6250
1253,65,20,2022-12-10,distribution,1753
2567,133,2,2022-12-10,capital_call,6250
496,26,22,2022-12-11,capital_call,6250
1002,48,22,2022-12-11,subscription,50000
2161,112,17,2022-12-11,capital_call,25000
2420,124,9,2022-12-11,capital_call,33333
3061,165,9,2022-12-11,capital_call,62500
3299,178,1,2022-12-11,fee,500
3325,180,4,2022-12-11,capital_call,50000
1122,56,14,2022-12-12,capital_call,12500
3158,170,17,2022-12-12,capital_call,50000
52,4,22,2022-12-13,capital_call,25000
599,29,14,2022-12-14,capital_call,20000
488,26,13,2022-12-15,fee,500
574,29,2,2022-12-16,capital_call,12500
2118,110,23,2022-12-17,fee,100
426,24,9,2022-12-18,subscription,100000
1052,51,23,2022-12-18,capital_call,2500
1475,77,14,2022-12-18,capital_call,50000
1747,91,14,2022-12-18,capital_call,25000
3317,180,15,2022-12-18,capital_call,2000
1016,49,8,2022-12-19,fee,1000
2924,157,13,2022-12-19,capital_call,62500
432,24,7,2022-12-20,subscription,250000
194,10,4,2022-12-21,fee,2500
1335,70,4,2022-12-21,capital_call,2000
1401,72,4,2022-12-21,subscription,50000
1411,73,13,2022-12-22,capital_call,25000
3267,177,13,2022-12-22,capital_call,16667
1234,63,4,2022-12-23,subscription,10000
2220,114,10,2022-12-23,capital_call,20000
3275,177,23,2022-12-23,fee,1000
593,29,1,2022-12-24,capital_call,6250
821,42,23,2022-12-24,capital_call,50000
2128,110,10,2022-12-24,capital_call,8333
2907,157,7,2022-12-24,capital_call,25000
3190,172,4,2022-12-24,subscription,250000
1170,60,13,2022-12-25,fee,500
1999,103,8,2022-12-25,capital_call,8333
3072,165,2,2022-12-26,capital_call,10000
3104,166,23,2022-12-26,capital_call,25000
1759,92,9,2022-12-27,capital_call,62500
2135,111,2,2022-12-27,capital_call,25000
3645,196,2,2022-12-27,capital_call,12500
728,36,4,2022-12-28,capital_call,50000
1135,57,13,2022-12-28,subscription,100000
1641,87,4,2022-12-28,subscription,100000
2761,146,1,2022-12-28,capital_call,10000
3282,178,7,2022-12-28,subscription,250000
2247,116,22,2022-12-29,distribution,19438
2316,119,2,2022-12-29,capital_call,20000
1454,75,23,2022-12-30,capital_call,10000
1457,75,23,2022-12-30,fee,500
189,10,4,2022-12-31,capital_call,50000
588,29,22,2022-12-31,distribution,18057
2983,160,4,2022-12-31,subscription,25000
1281,66,2,2023-01-01,capital_call,12500
1858,97,13,2023-01-01,capital_call,62500
2337,119,4,2023-01-01,subscription,50000
224,11,2,2023-01-02,capital_call,2500
643,32,1,2023-01-02,capital_call,3333
969,47,4,2023-01-02,capital_call,5000
1078,54,23,2023-01-02,fee,500
1702,90,20,2023-01-03,capital_call,20000
2505,130,7,2023-01-03,subscription,10000
56,4,21,2023-01-04,subscription,10000
2423,124,9,2023-01-05,fee,1000
3174,171,7,2023-01-06,subscription,25000
9,2,15,2023-01-07,capital_call,33333
1125,57,14,2023-01-07,capital_call,20000
2821,151,23,2023-01-07,capital_call,20000
2958,159,7,2023-01-07,capital_call,83333
3558,192,4,2023-01-07,subscription,250000
1992,103,14,2023-01-08,capital_call,5000
3578,193,10,2023-01-08,capital_call,33333
1439,75,7,2023-01-10,subscription,50000
2376,121,4,2023-01-10,capital_call,10000
2728,143,13,2023-01-10,capital_call,10000
2223,114,10,2023-01-11,fee,1000
1740,91,1,2023-01-13,fee,100
2765,146,1,2023-01-13,distribution,16581
1637,87,17,2023-01-14,capital_call,12500
2540,131,10,2023-01-14,capital_call,83333
2828,151,4,2023-01-15,capital_call,6250
666,32,13,2023-01-16,capital_call,5000
1346,70,9,2023-01-17,capital_call,50000
1468,77,7,2023-01-17,subscription,250000
1167,60,13,2023-01-18,capital_call,12500
2073,109,15,2023-01-18,subscription,250000
3219,175,22,2023-01-19,subscription,25000
1770,92,15,2023-01-20,capital_call,20000
126,7,23,2023-01-21,fee,250
1062,52,16,2023-01-21,subscription,100000
1434,75,4,2023-01-21,subscription,100000
3454,186,1,2023-01-21,capital_call,20000
19,2,17,2023-01-22,capital_call,10000
1242,64,2,2023-01-22,capital_call,2000
2186,113,8,2023-01-22,subscription,50000
3521,190,4,2023-01-22,fee,1000
196,10,2,2023-01-23,capital_call,6250
1226,63,10,2023-01-24,fee,2500
3571,192,7,2023-01-24,capital_call,25000
862,43,17,2023-01-25,capital_call,25000
1053,51,23,2023-01-25,capital_call,2500
2952,159,22,2023-01-25,capital_call,20000
3191,172,4,2023-01-25,capital_call,83333
3334,180,21,2023-01-25,subscription,10000
323,15,1,2023-01-26,capital_call,2500
1079,54,23,2023-01-26,distribution,4033
1476,77,14,2023-01-26,capital_call,50000
3159,170,17,2023-01-26,capital_call,50000
3520,190,4,2023-01-26,capital_call,50000
1018,49,8,2023-01-27,distribution,33226
835,42,16,2023-01-28,subscription,10000
2233,116,21,2023-01-28,subscription,25000
1842,97,1,2023-01-29,capital_call,12500
2529,130,20,2023-01-29,distribution,3622
151,8,17,2023-01-30,distribution,1580
1003,48,22,2023-01-30,capital_call,16667
1056,52,14,2023-01-30,subscription,100000
553,28,7,2023-01-31,subscription,50000
455,25,23,2023-02-01,capital_call,8333
994,48,13,2023-02-01,capital_call,20000
1764,92,9,2023-02-01,redemption,120380
3233,175,8,2023-02-01,capital_call,25000
594,29,1,2023-02-02,capital_call,6250
1162,60,14,2023-02-02,capital_call,16667
2250,116,2,2023-02-02,capital_call,2500
575,29,2,2023-02-03,capital_call,12500
1247,64,2,2023-02-03,fee,100
2919,157,23,2023-02-03,capital_call,12500
1257,65,23,2023-02-04,capital_call,2000
2428,125,13,2023-02-04,capital_call,3333
2562,133,4,2023-02-04,capital_call,83333
2843,152,9,2023-02-04,capital_call,2000
3163,170,17,2023-02-04,fee,2500
3226,175,4,2023-02-04,subscription,250000
2116,110,23,2023-02-05,capital_call,3333
1347,70,9,2023-02-06,fee,1000
1872,98,14,2023-02-06,capital_call,8333
2214,113,20,2023-02-08,capital_call,16667
2546,132,14,2023-02-08,capital_call,10000
2925,157,13,2023-02-08,capital_call,62500
3475,187,13,2023-02-09,capital_call,8333
2542,131,10,2023-02-10,distribution,88782
902,45,16,2023-02-11,subscription,25000
1726,91,9,2023-02-11,distribution,15972
1484,77,21,2023-02-12,subscription,250000
190,10,4,2023-02-13,capital_call,50000
2930,158,2,2023-02-13,subscription,25000
205,10,8,2023-02-14,fee,2500
3579,193,10,2023-02-14,capital_call,33333
312,15,2,2023-02-15,capital_call,20000
651,32,10,2023-02-15,capital_call,12500
2317,119,2,2023-02-15,capital_call,20000
2748,145,10,2023-02-15,fee,500
1688,90,16,2023-02-16,subscription,25000
327,15,1,2023-02-17,fee,100
653,32,10,2023-02-17,fee,500
990,48,1,2023-02-17,capital_call,83333
487,26,13,2023-02-18,capital_call,25000
788,39,23,2023-02-19,capital_call,6250
823,42,23,2023-02-19,fee,1000
2974,160,21,2023-02-19,subscription,100000
3141,169,10,2023-02-19,capital_call,2000
3559,192,4,2023-02-19,capital_call,50000
1065,52,16,2023-02-20,fee,1000
1285,67,14,2023-02-20,capital_call,50000
2147,111,10,2023-02-20,capital_call,50000
1703,90,20,2023-02-21,capital_call,20000
3555,192,14,2023-02-21,distribution,16764
197,10,2,2023-02-22,capital_call,6250
644,32,1,2023-02-22,capital_call,3333
1267,66,9,2023-02-22,capital_call,12500
896,45,2,2023-02-24,capital_call,10000
980,48,16,2023-02-24,subscription,25000
1413,73,13,2023-02-24,distribution,10380
2338,119,4,2023-02-24,capital_call,12500
2964,159,1,2023-02-25,capital_call,16667
3245,175,21,2023-02-25,subscription,25000
3335,180,21,2023-02-25,capital_call,5000
438,24,7,2023-02-26,fee,2500
814,41,13,2023-02-26,capital_call,16667
2053,107,23,2023-02-26,subscription,250000
2248,116,22,2023-02-26,redemption,34623
2421,124,9,2023-02-26,capital_call,33333
3321,180,15,2023-02-26,distribution,730
3448,186,21,2023-02-26,subscription,100000
2187,113,8,2023-02-27,capital_call,10000
2466,127,15,2023-02-27,capital_call,33333
3568,192,8,2023-02-27,capital_call,6250
1126,57,14,2023-02-28,capital_call,20000
1859,97,13,2023-02-28,capital_call,62500
2173,112,7,2023-02-28,capital_call,2500
654,32,10,2023-03-01,distribution,2618
1042,51,6,2023-03-01,subscription,250000
1168,60,13,2023-03-02,capital_call,12500
2601,135,7,2023-03-02,subscription,100000
3508,189,15,2023-03-02,capital_call,62500
89,4,20,2023-03-03,fee,1000
677,33,13,2023-03-03,capital_call,2000
441,24,4,2023-03-04,subscription,50000
466,25,16,2023-03-04,subscription,10000
2086,109,20,2023-03-04,subscription,250000
3637,196,8,2023-03-04,redemption,5866
1846,97,21,2023-03-05,subscription,250000
3293,178,22,2023-03-05,capital_call,10000
1386,72,23,2023-03-06,capital_call,16667
3105,166,23,2023-03-06,capital_call,25000
3602,194,9,2023-03-06,subscription,25000
