event_id,investor_id,event_timestamp,event_type
64,7,2021-08-01 13:33:00,view_offering
65,7,2021-08-01 13:44:00,open_document
66,7,2021-08-01 13:48:00,login
67,7,2021-08-01 14:09:00,start_subscription
68,7,2021-08-01 14:20:00,message_support
69,7,2021-10-04 20:25:00,start_subscription
70,7,2021-10-04 20:32:00,open_document
71,7,2021-12-06 22:15:00,open_document
72,7,2021-12-06 22:40:00,view_offering
73,7,2021-12-06 22:46:00,open_document
74,8,2021-04-14 09:10:00,message_support
75,8,2021-04-14 09:33:00,message_support
76,8,2021-04-14 09:43:00,message_support
77,8,2021-04-14 10:01:00,view_offering
78,8,2021-04-14 10:14:00,message_support
79,9,2024-07-21 09:03:00,message_support
80,9,2024-10-14 12:09:00,view_offering
81,9,2024-10-14 12:32:00,open_document
82,9,2024-10-14 12:50:00,open_document
83,9,2024-10-14 13:03:00,view_offering
84,9,2024-10-14 13:16:00,login
85,9,2024-10-14 13:40:00,open_document
86,9,2024-10-14 14:00:00,message_support
87,9,2024-10-25 14:15:00,login
88,9,2024-10-25 14:23:00,message_support
89,9,2024-11-14 21:01:00,start_subscription
90,9,2024-11-14 21:09:00,view_offering
91,9,2024-11-14 21:17:00,view_offering
92,9,2025-01-11 04:07:00,view_offering
93,9,2025-01-11 04:08:00,open_document
94,9,2025-01-11 04:16:00,login
95,9,2025-01-11 04:36:00,start_subscription
96,9,2025-01-11 04:51:00,start_subscription
97,9,2025-01-11 05:09:00,message_support
98,9,2025-01-11 05:28:00,view_offering
99,9,2025-03-05 03:17:00,message_support
100,9,2025-03-05 03:30:00,message_support
101,9,2025-03-05 03:43:00,open_document
102,9,2025-03-05 04:06:00,open_document
103,9,2025-03-05 04:15:00,start_subscription
104,9,2025-03-05 04:27:00,open_document
105,9,2025-03-05 04:35:00,open_document
106,10,2021-07-08 07:05:00,open_document
107,10,2021-07-08 07:28:00,view_offering
108,10,2021-07-08 07:46:00,message_support
109,10,2021-07-08 07:51:00,login
110,10,2021-07-08 08:08:00,start_subscription
111,10,2021-07-08 08:26:00,open_document
112,10,2021-07-22 13:24:00,open_document
113,10,2021-07-22 13:47:00,message_support
114,10,2021-08-20 17:19:00,login
115,10,2021-08-20 17:34:00,message_support
116,10,2021-08-20 17:49:00,start_subscription
117,10,2021-11-04 20:06:00,login
118,10,2022-01-16 00:21:00,login
119,10,2022-01-16 00:33:00,start_subscription
120,10,2022-01-16 00:56:00,view_offering
121,10,2022-01-16 00:59:00,open_document
122,10,2022-01-16 01:02:00,open_document
123,11,2021-08-28 17:23:00,message_support
124,11,2021-10-30 20:25:00,view_offering
125,11,2021-10-30 20:38:00,view_offering
126,11,2021-10-30 21:00:00,start_subscription
127,11,2021-10-30 21:10:00,message_support
128,11,2021-10-30 21:33:00,open_document
129,11,2021-10-30 21:44:00,view_offering
130,11,2022-01-12 01:05:00,message_support
131,11,2022-01-12 01:27:00,message_support
132,11,2022-01-12 01:38:00,login
133,11,2022-01-12 01:58:00,login
134,11,2022-02-27 07:25:00,login
135,11,2022-05-17 05:14:00,view_offering
136,11,2022-05-17 05:38:00,view_offering
137,11,2022-05-17 05:46:00,message_support
138,11,2022-05-17 06:11:00,view_offering
139,11,2022-05-17 06:17:00,login
140,12,2023-04-03 17:11:00,login
141,12,2023-04-16 20:23:00,start_subscription
142,12,2023-04-16 20:37:00,start_subscription
143,12,2023-04-16 21:00:00,start_subscription
144,12,2023-04-16 21:05:00,open_document
145,12,2023-04-16 21:11:00,login
146,12,2023-05-26 22:23:00,start_subscription
147,12,2023-05-26 22:32:00,start_subscription
148,12,2023-06-07 21:13:00,view_offering
149,12,2023-06-07 21:21:00,open_document
150,12,2023-06-07 21:42:00,login
151,12,2023-07-22 01:04:00,message_support
152,12,2023-07-22 01:13:00,login
153,12,2023-07-22 01:33:00,login
154,12,2023-07-22 01:51:00,login
155,12,2023-07-22 02:13:00,open_document
156,12,2023-07-22 02:17:00,view_offering
157,12,2023-07-22 02:18:00,message_support
158,12,2023-07-23 22:13:00,open_document
159,12,2023-07-23 22:14:00,message_support
160,12,2023-07-23 22:33:00,open_document
161,13,2024-08-16 09:20:00,start_subscription
162,13,2024-08-16 09:26:00,message_support
163,13,2024-08-16 09:33:00,open_document
164,13,2024-08-16 09:37:00,view_offering
165,13,2024-08-16 09:57:00,open_document
166,13,2024-08-16 10:16:00,view_offering
167,14,2022-07-30 14:15:00,login
168,14,2022-07-30 14:35:00,login
169,14,2022-10-07 12:10:00,open_document
170,14,2022-10-07 12:14:00,open_document
171,14,2022-10-07 12:36:00,view_offering
172,14,2022-10-07 12:55:00,message_support
173,14,2022-10-07 13:01:00,login
174,14,2022-10-07 13:17:00,view_offering
175,14,2022-10-07 13:37:00,view_offering
176,14,2022-12-25 14:22:00,message_support
177,14,2022-12-25 14:35:00,start_subscription
178,14,2022-12-25 14:39:00,message_support
179,14,2022-12-25 14:42:00,open_document
180,14,2023-01-26 16:08:00,start_subscription
181,14,2023-01-26 16:15:00,start_subscription
182,15,2022-12-12 06:22:00,message_support
183,15,2022-12-12 06:26:00,message_support
184,15,2022-12-12 06:29:00,open_document
185,15,2022-12-12 06:46:00,message_support
186,16,2023-07-01 14:13:00,message_support
187,16,2023-07-01 14:34:00,view_offering
188,16,2023-07-01 14:44:00,open_document
189,16,2023-07-01 14:49:00,start_subscription
190,16,2023-07-01 15:14:00,view_offering
191,16,2023-08-08 21:13:00,start_subscription
192,16,2023-08-08 21:26:00,login
193,16,2023-08-08 21:42:00,login
194,16,2023-08-08 21:58:00,login
195,16,2023-09-20 02:20:00,start_subscription
196,16,2023-09-20 02:30:00,start_subscription
197,16,2023-09-20 02:55:00,open_document
198,16,2023-09-20 03:20:00,login
199,16,2023-11-26 23:03:00,open_document
200,16,2023-11-26 23:22:00,message_support
201,16,2024-02-04 22:11:00,login
202,16,2024-02-04 22:29:00,login
203,16,2024-02-04 22:31:00,open_document
204,16,2024-02-04 22:44:00,view_offering
205,16,2024-02-04 22:56:00,message_support
206,16,2024-02-04 22:58:00,start_subscription
207,17,2024-11-09 14:06:00,message_support
208,17,2024-11-09 14:18:00,login
209,17,2024-11-09 14:25:00,login
210,17,2024-11-09 14:40:00,view_offering
211,17,2024-11-09 14:48:00,open_document
212,17,2024-11-09 14:51:00,view_offering
213,17,2024-11-09 15:07:00,view_offering
214,17,2025-01-22 21:01:00,login
215,17,2025-01-22 21:14:00,view_offering
216,17,2025-01-22 21:37:00,login
217,17,2025-01-22 21:47:00,login
218,17,2025-01-22 21:55:00,open_document
219,17,2025-02-15 00:08:00,open_document
220,17,2025-02-15 00:21:00,login
221,17,2025-02-15 00:26:00,view_offering
222,17,2025-02-15 00:46:00,view_offering
223,17,2025-02-15 01:06:00,open_document
224,17,2025-02-15 01:20:00,message_support
225,17,2025-02-15 01:43:00,open_document
226,17,2025-03-14 07:09:00,start_subscription
227,17,2025-03-14 07:32:00,login
228,17,2025-03-14 07:46:00,start_subscription
229,17,2025-03-14 07:59:00,open_document
230,17,2025-03-14 08:06:00,start_subscription
231,17,2025-03-14 08:15:00,message_support
232,17,2025-03-16 14:13:00,login
233,17,2025-03-16 14:36:00,start_subscription
234,17,2025-03-16 14:41:00,view_offering
235,17,2025-03-16 14:44:00,login
236,17,2025-03-16 14:48:00,view_offering
237,17,2025-03-16 15:04:00,login
238,17,2025-04-09 19:06:00,open_document
239,17,2025-04-09 19:28:00,start_subscription
240,17,2025-04-09 19:38:00,message_support
241,18,2022-08-03 15:04:00,login
242,18,2022-08-03 15:17:00,view_offering
243,18,2022-08-03 15:20:00,message_support
244,18,2022-10-06 15:17:00,login
245,18,2022-10-06 15:33:00,start_subscription
246,18,2022-10-20 13:02:00,start_subscription
247,18,2022-10-20 13:08:00,login
248,19,2024-04-21 09:20:00,open_document
249,19,2024-04-21 09:35:00,view_offering
250,19,2024-04-21 09:50:00,message_support
251,19,2024-04-21 10:15:00,login
252,19,2024-07-15 14:07:00,view_offering
253,19,2024-07-15 14:31:00,open_document
254,19,2024-07-15 14:33:00,message_support
255,19,2024-07-15 14:34:00,view_offering
256,19,2024-07-15 14:45:00,open_document
257,19,2024-07-15 14:51:00,open_document
258,19,2024-07-15 15:06:00,view_offering
259,19,2024-10-06 11:13:00,view_offering
260,19,2024-10-06 11:23:00,message_support
261,19,2024-10-06 11:26:00,view_offering
262,19,2024-10-06 11:32:00,view_offering
263,19,2024-11-18 18:15:00,login
264,19,2024-11-18 18:30:00,login
265,19,2024-11-18 18:38:00,message_support
266,19,2024-11-18 18:55:00,open_document
267,19,2024-11-18 19:13:00,view_offering
268,19,2024-11-18 19:18:00,message_support
269,19,2024-12-29 15:22:00,login
270,19,2025-02-20 20:01:00,message_support
271,19,2025-02-20 20:25:00,view_offering
272,19,2025-02-20 20:49:00,open_document
273,19,2025-02-20 21:01:00,login
274,19,2025-02-20 21:06:00,login
275,20,2023-12-10 06:01:00,message_support
276,20,2023-12-10 06:03:00,start_subscription
277,20,2023-12-10 06:28:00,message_support
278,20,2023-12-10 06:32:00,view_offering
279,20,2024-02-29 03:18:00,login
280,20,2024-02-29 03:19:00,start_subscription
281,20,2024-02-29 03:38:00,start_subscription
282,20,2024-02-29 03:48:00,message_support
283,20,2024-02-29 04:01:00,start_subscription
284,20,2024-03-31 10:20:00,open_document
285,20,2024-03-31 10:32:00,start_subscription
286,20,2024-03-31 10:48:00,view_offering
287,20,2024-03-31 11:03:00,message_support
288,20,2024-05-17 10:10:00,view_offering
289,20,2024-05-17 10:23:00,open_document
290,20,2024-06-07 12:01:00,start_subscription
291,20,2024-06-07 12:11:00,view_offering
292,20,2024-06-07 12:13:00,start_subscription
293,20,2024-06-07 12:27:00,message_support
294,20,2024-06-07 12:35:00,start_subscription
295,20,2024-06-07 12:40:00,open_document
296,20,2024-07-04 15:14:00,start_subscription
297,20,2024-07-04 15:38:00,start_subscription
298,20,2024-07-04 15:53:00,start_subscription
299,20,2024-07-04 16:08:00,open_document
300,21,2024-08-20 16:05:00,message_support
301,21,2024-08-20 16:12:00,view_offering
302,21,2024-08-20 16:19:00,view_offering
303,21,2024-08-20 16:38:00,view_offering
304,21,2024-11-13 22:15:00,message_support
305,21,2024-11-13 22:40:00,start_subscription
306,21,2024-11-13 22:52:00,open_document
307,21,2024-12-12 01:16:00,login
308,21,2024-12-12 01:34:00,start_subscription
309,22,2023-05-12 12:07:00,view_offering
310,22,2023-06-25 17:22:00,start_subscription
311,22,2023-06-25 17:39:00,start_subscription
312,22,2023-07-19 21:23:00,view_offering
313,23,2025-01-06 16:09:00,message_support
314,23,2025-01-06 16:34:00,view_offering
315,23,2025-03-30 19:07:00,view_offering
316,23,2025-03-30 19:21:00,open_document
317,23,2025-03-30 19:36:00,view_offering
318,23,2025-03-30 20:00:00,view_offering
319,23,2025-03-30 20:25:00,start_subscription
320,23,2025-05-11 01:20:00,message_support
321,23,2025-05-11 01:44:00,login
322,23,2025-05-11 02:06:00,login
323,23,2025-05-11 02:09:00,login
324,23,2025-05-11 02:10:00,login
325,23,2025-05-11 02:12:00,open_document
326,23,2025-05-11 02:15:00,open_document
327,23,2025-06-26 01:05:00,view_offering
328,23,2025-06-26 01:15:00,login
329,23,2025-06-26 01:27:00,message_support
330,23,2025-06-26 01:38:00,message_support
331,23,2025-06-26 01:53:00,start_subscription
332,23,2025-06-26 02:04:00,view_offering
333,24,2023-01-06 07:18:00,view_offering
334,24,2023-01-06 07:23:00,view_offering
335,24,2023-01-06 07:37:00,login
336,24,2023-01-06 07:55:00,message_support
337,24,2023-01-06 08:09:00,view_offering
338,24,2023-01-06 08:27:00,message_support
339,24,2023-01-06 08:48:00,start_subscription
340,24,2023-04-06 08:08:00,login
341,24,2023-04-06 08:30:00,view_offering
342,24,2023-04-06 08:45:00,login
343,24,2023-04-06 09:10:00,login
344,24,2023-04-06 09:15:00,start_subscription
345,24,2023-04-06 09:31:00,start_subscription
346,24,2023-06-07 07:01:00,message_support
347,24,2023-06-07 07:24:00,open_document
348,24,2023-06-07 07:39:00,message_support
349,24,2023-06-07 07:58:00,view_offering
350,24,2023-06-07 08:13:00,login
351,24,2023-06-07 08:29:00,message_support
352,24,2023-06-07 08:41:00,open_document
353,25,2022-08-11 07:05:00,message_support
354,25,2022-08-11 07:15:00,start_subscription
355,26,2022-09-19 16:21:00,open_document
356,26,2022-09-19 16:31:00,login
357,26,2022-11-04 22:16:00,login
358,26,2022-11-04 22:36:00,message_support
359,26,2022-11-04 22:50:00,view_offering
360,26,2022-11-04 23:02:00,open_document
361,26,2022-11-04 23:09:00,message_support
362,26,2022-11-04 23:18:00,message_support
363,26,2022-11-04 23:19:00,start_subscription
364,27,2024-02-01 06:08:00,open_document
365,27,2024-02-01 06:17:00,start_subscription
366,27,2024-02-01 06:31:00,open_document
367,27,2024-02-01 06:33:00,open_document
368,27,2024-02-01 06:57:00,start_subscription
369,27,2024-02-01 07:19:00,login
370,27,2024-03-15 11:05:00,message_support
371,27,2024-03-17 19:01:00,open_document
372,27,2024-03-17 19:14:00,view_offering
373,27,2024-03-17 19:30:00,start_subscription
374,27,2024-03-17 19:43:00,login
375,27,2024-03-17 20:06:00,open_document
376,28,2022-12-14 11:17:00,start_subscription
377,28,2022-12-14 11:31:00,open_document
378,28,2022-12-14 11:36:00,open_document
379,28,2023-01-17 16:16:00,open_document
380,28,2023-01-17 16:25:00,login
381,28,2023-03-16 23:22:00,open_document
382,28,2023-05-21 21:05:00,login
383,28,2023-06-22 19:12:00,login
384,28,2023-06-22 19:17:00,message_support
385,28,2023-07-23 17:03:00,login
386,28,2023-07-23 17:27:00,login
387,28,2023-07-23 17:51:00,open_document
388,28,2023-07-23 18:11:00,login
389,28,2023-07-23 18:16:00,message_support
390,28,2023-07-23 18:37:00,start_subscription
391,28,2023-07-23 18:58:00,open_document
392,29,2021-05-13 15:02:00,view_offering
393,29,2021-06-08 23:06:00,login
394,29,2021-06-20 20:22:00,view_offering
395,29,2021-06-20 20:29:00,login
396,29,2021-06-20 20:52:00,login
397,29,2021-06-20 21:05:00,open_document
398,29,2021-09-10 01:16:00,view_offering
399,29,2021-09-10 01:39:00,start_subscription
400,29,2021-11-27 09:16:00,open_document
401,29,2021-11-27 09:40:00,message_support
402,29,2021-12-05 13:17:00,login
403,29,2021-12-05 13:20:00,view_offering
404,30,2023-10-27 08:19:00,view_offering
405,30,2023-10-27 08:42:00,login
406,30,2023-10-27 09:05:00,login
407,30,2023-10-27 09:12:00,view_offering
408,30,2023-10-27 09:23:00,view_offering
409,30,2023-11-17 11:19:00,open_document
410,30,2023-11-17 11:39:00,start_subscription
411,30,2023-11-17 11:56:00,open_document
412,30,2023-11-17 12:03:00,start_subscription
413,30,2023-11-17 12:12:00,open_document
414,30,2023-11-17 12:36:00,view_offering
415,31,2023-09-02 16:09:00,open_document
416,31,2023-09-02 16:34:00,view_offering
417,31,2023-09-02 16:37:00,login
418,31,2023-09-02 16:40:00,start_subscription
419,31,2023-09-02 16:52:00,login
420,31,2023-09-02 17:12:00,start_subscription
421,31,2023-09-13 23:23:00,start_subscription
422,31,2023-09-13 23:24:00,login
423,31,2023-09-13 23:35:00,message_support
424,31,2023-09-14 00:00:00,open_document
425,31,2023-09-14 00:23:00,message_support
426,31,2023-09-14 00:45:00,login
427,31,2023-09-14 01:04:00,open_document
428,31,2023-10-25 03:24:00,start_subscription
429,31,2023-10-25 03:36:00,start_subscription
430,31,2023-10-25 03:46:00,start_subscription
431,31,2023-12-05 08:07:00,view_offering
432,31,2023-12-05 08:26:00,view_offering
433,31,2023-12-05 08:28:00,open_document
434,31,2023-12-05 08:42:00,start_subscription
435,31,2023-12-05 08:57:00,open_document
436,31,2023-12-05 09:10:00,start_subscription
437,31,2024-02-03 12:05:00,start_subscription
438,31,2024-02-03 12:19:00,login
439,32,2022-04-20 12:21:00,view_offering
440,32,2022-04-20 12:34:00,open_document
441,32,2022-04-20 12:35:00,start_subscription
442,32,2022-04-20 12:57:00,view_offering
443,32,2022-04-20 13:02:00,message_support
444,32,2022-04-20 13:08:00,view_offering
445,32,2022-04-20 13:12:00,login
446,32,2022-06-10 16:09:00,open_document
447,32,2022-06-10 16:16:00,login
448,33,2022-11-21 08:18:00,open_document
449,33,2022-11-21 08:26:00,view_offering
450,33,2022-11-21 08:42:00,message_support
451,33,2023-01-24 11:06:00,start_subscription
452,33,2023-01-24 11:28:00,login
453,33,2023-01-24 11:40:00,login
454,33,2023-01-24 11:43:00,open_document
455,33,2023-03-27 17:05:00,view_offering
456,33,2023-03-27 17:22:00,start_subscription
457,33,2023-03-27 17:29:00,start_subscription
458,33,2023-05-29 14:21:00,view_offering
459,33,2023-05-29 14:32:00,open_document
460,33,2023-05-29 14:54:00,message_support
461,34,2023-10-01 07:05:00,message_support
462,34,2023-10-01 07:15:00,open_document
463,34,2023-10-01 07:39:00,open_document
464,34,2023-10-01 08:02:00,view_offering
465,34,2023-10-01 08:14:00,message_support
466,34,2023-12-01 05:15:00,open_document
467,34,2024-01-24 05:11:00,view_offering
468,34,2024-01-24 05:22:00,start_subscription
469,34,2024-02-29 10:19:00,open_document
470,34,2024-02-29 10:42:00,view_offering
471,34,2024-02-29 10:47:00,open_document
472,35,2024-04-23 09:19:00,message_support
473,35,2024-04-23 09:27:00,view_offering
474,35,2024-04-23 09:43:00,message_support
475,35,2024-04-23 09:59:00,login
476,35,2024-04-23 10:10:00,message_support
477,35,2024-04-23 10:14:00,start_subscription
478,35,2024-05-12 15:03:00,message_support
479,35,2024-05-12 15:19:00,start_subscription
480,35,2024-05-12 15:39:00,open_document
481,35,2024-05-21 19:25:00,view_offering
482,35,2024-05-21 19:50:00,open_document
483,35,2024-05-21 20:13:00,view_offering
484,35,2024-05-21 20:25:00,login
485,35,2024-07-21 19:21:00,login
486,35,2024-07-21 19:32:00,open_document
487,35,2024-10-09 23:05:00,open_document
488,35,2024-10-09 23:16:00,start_subscription
489,35,2024-10-09 23:27:00,message_support
490,35,2024-10-09 23:45:00,view_offering
491,35,2024-10-10 00:06:00,view_offering
492,35,2024-12-26 05:10:00,login
493,36,2021-06-13 14:17:00,open_document
494,36,2021-06-13 14:25:00,start_subscription
495,36,2021-06-13 14:39:00,login
496,36,2021-06-13 14:49:00,open_document
497,36,2021-06-13 14:56:00,view_offering
498,36,2021-06-13 15:06:00,login
499,36,2021-06-13 15:07:00,start_subscription
500,36,2021-06-24 16:25:00,view_offering
501,36,2021-06-24 16:40:00,start_subscription
502,36,2021-06-24 16:58:00,view_offering
503,36,2021-06-24 17:18:00,start_subscription
504,36,2021-08-04 14:15:00,open_document
505,36,2021-08-04 14:22:00,message_support
506,36,2021-08-04 14:37:00,open_document
507,36,2021-08-25 20:11:00,login
508,36,2021-08-25 20:15:00,login
509,36,2021-10-07 01:12:00,view_offering
510,36,2021-10-07 01:23:00,start_subscription
511,36,2021-10-07 01:41:00,login
512,36,2021-10-07 02:02:00,start_subscription
513,36,2021-12-29 03:06:00,open_document
514,36,2021-12-29 03:26:00,login
515,36,2021-12-29 03:47:00,open_document
516,36,2021-12-29 03:58:00,message_support
517,37,2022-07-31 14:24:00,view_offering
518,37,2022-10-03 12:05:00,view_offering
519,37,2022-10-17 17:23:00,view_offering
520,37,2022-10-17 17:26:00,open_document
521,37,2022-12-02 19:14:00,open_document
522,37,2022-12-11 23:18:00,login
523,37,2022-12-11 23:35:00,start_subscription
524,37,2022-12-11 23:56:00,start_subscription
525,37,2022-12-12 00:19:00,view_offering
526,38,2023-09-08 09:06:00,login
527,38,2023-09-08 09:31:00,open_document
528,38,2023-09-08 09:39:00,view_offering
529,38,2023-09-08 09:41:00,message_support
530,38,2023-09-12 06:23:00,view_offering
531,38,2023-09-12 06:39:00,login
532,38,2023-09-12 06:41:00,view_offering
533,38,2023-09-12 07:06:00,view_offering
534,38,2023-09-12 07:11:00,view_offering
535,38,2023-09-12 07:28:00,open_document
536,38,2023-10-24 09:21:00,start_subscription
537,38,2023-10-24 09:22:00,message_support
538,38,2023-10-24 09:47:00,open_document
539,38,2023-10-24 10:03:00,login
540,38,2023-10-24 10:25:00,start_subscription
541,38,2023-10-24 10:43:00,login
542,38,2023-10-24 10:45:00,view_offering
543,38,2024-01-08 06:08:00,message_support
544,38,2024-01-08 06:24:00,login
545,38,2024-02-22 14:19:00,open_document
546,39,2021-08-09 12:05:00,message_support
547,39,2021-08-09 12:06:00,message_support
548,39,2021-09-15 13:12:00,message_support
549,39,2021-09-15 13:25:00,view_offering
550,39,2021-09-15 13:32:00,message_support
551,39,2021-09-15 13:41:00,open_document
552,39,2021-09-15 13:48:00,open_document
553,39,2021-10-19 16:21:00,open_document
554,39,2021-12-16 13:20:00,message_support
555,39,2021-12-16 13:45:00,start_subscription
556,39,2021-12-16 13:52:00,view_offering
557,39,2021-12-16 13:56:00,login
558,39,2022-02-04 11:07:00,view_offering
559,39,2022-02-04 11:32:00,message_support
560,39,2022-02-04 11:56:00,open_document
561,39,2022-02-04 12:19:00,view_offering
562,39,2022-02-04 12:38:00,open_document
563,39,2022-02-04 12:50:00,start_subscription
564,40,2024-11-22 16:19:00,open_document
565,40,2024-11-22 16:26:00,message_support
566,41,2022-07-04 06:06:00,open_document
567,41,2022-07-04 06:13:00,start_subscription
568,42,2022-09-13 17:15:00,start_subscription
569,42,2022-09-13 17:35:00,view_offering
570,42,2022-09-13 17:51:00,start_subscription
571,42,2022-11-24 23:22:00,view_offering
572,42,2022-11-24 23:25:00,message_support
573,42,2022-11-24 23:29:00,login
574,42,2022-11-29 05:01:00,open_document
575,42,2022-11-30 06:13:00,message_support
576,42,2022-11-30 06:19:00,login
577,42,2022-11-30 06:21:00,open_document
578,42,2022-11-30 06:28:00,view_offering
579,42,2023-01-24 14:03:00,open_document
580,42,2023-01-24 14:17:00,login
581,42,2023-01-24 14:27:00,login
582,42,2023-02-09 15:09:00,start_subscription
583,42,2023-02-09 15:16:00,login
584,43,2021-10-16 06:06:00,login
585,43,2021-10-16 06:10:00,login
586,43,2021-10-16 06:34:00,view_offering
587,43,2021-10-16 06:49:00,message_support
588,43,2022-01-13 11:09:00,login
589,43,2022-01-13 11:32:00,message_support
590,43,2022-01-13 11:48:00,login
591,43,2022-04-12 10:03:00,start_subscription
592,43,2022-04-12 10:25:00,start_subscription
593,43,2022-04-16 07:14:00,start_subscription
594,43,2022-04-16 07:28:00,view_offering
595,43,2022-04-16 07:29:00,message_support
596,43,2022-04-16 07:31:00,login
597,43,2022-05-22 15:24:00,start_subscription
598,43,2022-05-22 15:31:00,open_document
599,43,2022-05-22 15:32:00,open_document
600,43,2022-06-16 15:15:00,login
601,43,2022-06-16 15:36:00,login
602,43,2022-06-16 15:55:00,start_subscription
603,43,2022-06-16 16:13:00,start_subscription
604,43,2022-06-16 16:21:00,login
605,43,2022-06-16 16:31:00,open_document
606,44,2022-07-16 11:16:00,message_support
607,44,2022-07-16 11:22:00,open_document
608,44,2022-07-16 11:44:00,open_document
609,44,2022-07-16 12:08:00,message_support
610,45,2021-12-23 11:21:00,open_document
611,45,2021-12-23 11:35:00,view_offering
612,45,2021-12-23 11:54:00,start_subscription
613,45,2021-12-23 12:06:00,start_subscription
614,45,2021-12-23 12:18:00,open_document
615,45,2021-12-23 12:23:00,start_subscription
616,45,2022-03-20 16:12:00,start_subscription
617,45,2022-03-20 16:15:00,message_support
618,45,2022-03-20 16:24:00,view_offering
619,45,2022-03-20 16:35:00,open_document
620,45,2022-06-11 20:25:00,message_support
621,45,2022-06-11 20:47:00,view_offering
622,45,2022-06-11 20:49:00,open_document
623,45,2022-06-11 21:06:00,view_offering
624,45,2022-08-27 22:21:00,view_offering
625,45,2022-08-27 22:40:00,view_offering
626,45,2022-08-27 22:47:00,start_subscription
627,45,2022-08-27 22:50:00,start_subscription
628,45,2022-08-27 22:54:00,message_support
629,45,2022-11-05 19:04:00,message_support
630,45,2022-11-05 19:05:00,open_document
631,45,2022-11-05 19:23:00,view_offering
632,45,2022-11-05 19:47:00,view_offering
633,45,2022-11-05 20:09:00,open_document
634,46,2023-06-01 11:12:00,message_support
635,46,2023-06-01 11:25:00,message_support
636,46,2023-06-01 11:47:00,start_subscription
637,46,2023-06-01 11:55:00,message_support
638,46,2023-06-01 12:07:00,start_subscription
639,46,2023-06-01 12:30:00,login
640,46,2023-06-30 18:15:00,view_offering
641,46,2023-06-30 18:38:00,view_offering
642,46,2023-06-30 19:01:00,login
643,46,2023-06-30 19:18:00,login
644,46,2023-06-30 19:34:00,view_offering
645,46,2023-06-30 19:37:00,open_document
646,46,2023-07-31 21:07:00,message_support
647,46,2023-07-31 21:28:00,login
648,46,2023-07-31 21:35:00,login
649,46,2023-08-03 18:04:00,view_offering
650,46,2023-08-03 18:10:00,login
651,46,2023-08-03 18:13:00,open_document
652,47,2022-02-09 12:22:00,start_subscription
653,47,2022-02-09 12:23:00,message_support
654,47,2022-02-09 12:33:00,open_document
655,47,2022-03-31 14:10:00,start_subscription
656,47,2022-03-31 14:30:00,message_support
657,47,2022-06-01 21:19:00,login
658,47,2022-06-01 21:41:00,start_subscription
